location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Israel,2021-08-15,50-59,90.0,84.8
Israel,2021-08-15,60-69,91.17,87.39
Israel,2021-08-15,70-79,95.78,93.26
Israel,2021-08-15,80-89,94.34,91.7
Israel,2021-08-15,90+,93.88,90.39
Israel,2021-08-16,12-15,37.93,27.58
Israel,2021-08-16,16-19,78.11,68.48
Israel,2021-08-16,20-29,79.55,72.52
Israel,2021-08-16,30-39,83.78,77.99
Israel,2021-08-16,40-49,86.77,81.3
Israel,2021-08-16,50-59,90.05,84.87
Israel,2021-08-16,60-69,91.21,87.43
Israel,2021-08-16,70-79,95.82,93.3
Israel,2021-08-16,80-89,94.38,91.73
Israel,2021-08-16,90+,93.92,90.42
Israel,2021-08-17,12-15,38.47,27.92
Israel,2021-08-17,16-19,78.29,68.59
Israel,2021-08-17,20-29,79.61,72.56
Israel,2021-08-17,30-39,83.83,78.02
Israel,2021-08-17,40-49,86.81,81.33
Israel,2021-08-17,50-59,90.1,84.93
Israel,2021-08-17,60-69,91.24,87.47
Israel,2021-08-17,70-79,95.86,93.33
Israel,2021-08-17,80-89,94.42,91.77
Israel,2021-08-17,90+,93.96,90.45
Israel,2021-08-18,12-15,38.91,28.11
Israel,2021-08-18,16-19,78.43,68.66
Israel,2021-08-18,20-29,79.65,72.58
Israel,2021-08-18,30-39,83.87,78.04
Israel,2021-08-18,40-49,86.85,81.35
Israel,2021-08-18,50-59,90.15,84.97
Israel,2021-08-18,60-69,91.27,87.49
Israel,2021-08-18,70-79,95.88,93.35
Israel,2021-08-18,80-89,94.44,91.78
Israel,2021-08-18,90+,93.98,90.47
Israel,2021-08-19,12-15,39.98,28.56
Israel,2021-08-19,16-19,78.77,68.8
Israel,2021-08-19,20-29,79.73,72.63
Israel,2021-08-19,30-39,83.95,78.09
Israel,2021-08-19,40-49,86.92,81.39
Israel,2021-08-19,50-59,90.22,85.05
Israel,2021-08-19,60-69,91.33,87.55
Israel,2021-08-19,70-79,95.92,93.39
Israel,2021-08-19,80-89,94.49,91.82
Israel,2021-08-19,90+,94.05,90.51
Israel,2021-08-20,12-15,40.39,28.73
Israel,2021-08-20,16-19,78.9,68.86
Israel,2021-08-20,20-29,79.76,72.65
Israel,2021-08-20,30-39,83.99,78.11
Israel,2021-08-20,40-49,86.96,81.42
Israel,2021-08-20,50-59,90.26,85.09
Israel,2021-08-20,60-69,91.35,87.56
Israel,2021-08-20,70-79,95.94,93.41
Israel,2021-08-20,80-89,94.5,91.83
Israel,2021-08-20,90+,94.05,90.52
Israel,2021-08-21,12-15,40.73,28.83
Israel,2021-08-21,16-19,79.01,68.88
Israel,2021-08-21,20-29,79.78,72.66
Israel,2021-08-21,30-39,84.01,78.12
Israel,2021-08-21,40-49,86.98,81.44
Israel,2021-08-21,50-59,90.28,85.11
Israel,2021-08-21,60-69,91.35,87.57
Israel,2021-08-21,70-79,95.95,93.41
Israel,2021-08-21,80-89,94.51,91.84
Israel,2021-08-21,90+,94.06,90.52
Israel,2021-08-22,12-15,41.36,29.09
Israel,2021-08-22,16-19,79.21,68.97
Israel,2021-08-22,20-29,79.84,72.69
Israel,2021-08-22,30-39,84.06,78.14
Israel,2021-08-22,40-49,87.04,81.49
Israel,2021-08-22,50-59,90.32,85.15
Israel,2021-08-22,60-69,91.39,87.6
Israel,2021-08-22,70-79,95.97,93.44
Israel,2021-08-22,80-89,94.55,91.86
Israel,2021-08-22,90+,94.09,90.54
Israel,2021-08-23,12-15,42.13,29.36
Israel,2021-08-23,16-19,79.46,69.06
Israel,2021-08-23,20-29,79.9,72.71
Israel,2021-08-23,30-39,84.13,78.17
Israel,2021-08-23,40-49,87.13,81.54
Israel,2021-08-23,50-59,90.39,85.2
Israel,2021-08-23,60-69,91.42,87.63
Israel,2021-08-23,70-79,96.01,93.47
Israel,2021-08-23,80-89,94.58,91.88
Israel,2021-08-23,90+,94.14,90.57
Israel,2021-08-24,12-15,43.37,29.73
Israel,2021-08-24,16-19,79.86,69.19
Israel,2021-08-24,20-29,80.0,72.76
Israel,2021-08-24,30-39,84.23,78.21
Israel,2021-08-24,40-49,87.23,81.61
Israel,2021-08-24,50-59,90.47,85.26
Israel,2021-08-24,60-69,91.47,87.67
Israel,2021-08-24,70-79,96.05,93.5
Israel,2021-08-24,80-89,94.62,91.92
Israel,2021-08-24,90+,94.19,90.59
Israel,2021-08-25,12-15,43.78,29.89
Israel,2021-08-25,16-19,80.01,69.24
Israel,2021-08-25,20-29,80.05,72.78
Israel,2021-08-25,30-39,84.29,78.24
Israel,2021-08-25,40-49,87.28,81.64
Israel,2021-08-25,50-59,90.51,85.29
Israel,2021-08-25,60-69,91.5,87.69
Israel,2021-08-25,70-79,96.07,93.52
Israel,2021-08-25,80-89,94.64,91.93
Israel,2021-08-25,90+,94.21,90.6
Israel,2021-08-26,12-15,44.82,30.35
Israel,2021-08-26,16-19,80.39,69.39
Israel,2021-08-26,20-29,80.18,72.83
Israel,2021-08-26,30-39,84.44,78.31
Israel,2021-08-26,40-49,87.4,81.71
Israel,2021-08-26,50-59,90.59,85.36
Israel,2021-08-26,60-69,91.54,87.73
Israel,2021-08-26,70-79,96.11,93.55
Israel,2021-08-26,80-89,94.67,91.96
Israel,2021-08-26,90+,94.24,90.62
Israel,2021-08-27,12-15,45.1,30.55
Israel,2021-08-27,16-19,80.48,69.45
Israel,2021-08-27,20-29,80.2,72.84
Israel,2021-08-27,30-39,84.47,78.33
Israel,2021-08-27,40-49,87.43,81.73
Israel,2021-08-27,50-59,90.6,85.38
Israel,2021-08-27,60-69,91.55,87.75
Israel,2021-08-27,70-79,96.12,93.56
Israel,2021-08-27,80-89,94.68,91.97
Israel,2021-08-27,90+,94.24,90.63
Israel,2021-08-28,12-15,45.51,30.64
Israel,2021-08-28,16-19,80.62,69.49
Israel,2021-08-28,20-29,80.23,72.85
Israel,2021-08-28,30-39,84.5,78.35
Israel,2021-08-28,40-49,87.45,81.75
Israel,2021-08-28,50-59,90.62,85.4
Israel,2021-08-28,60-69,91.56,87.75
Israel,2021-08-28,70-79,96.12,93.57
Israel,2021-08-28,80-89,94.68,91.97
Israel,2021-08-28,90+,94.25,90.63
Israel,2021-08-29,12-15,46.28,31.07
Israel,2021-08-29,16-19,80.9,69.62
Israel,2021-08-29,20-29,80.32,72.9
Israel,2021-08-29,30-39,84.58,78.4
Israel,2021-08-29,40-49,87.53,81.8
Israel,2021-08-29,50-59,90.68,85.44
Israel,2021-08-29,60-69,91.59,87.78
Israel,2021-08-29,70-79,96.15,93.6
Israel,2021-08-29,80-89,94.71,91.99
Israel,2021-08-29,90+,94.29,90.65
Israel,2021-08-30,12-15,47.13,31.55
Israel,2021-08-30,16-19,81.27,69.8
Israel,2021-08-30,20-29,80.44,72.96
Israel,2021-08-30,30-39,84.7,78.46
Israel,2021-08-30,40-49,87.62,81.86
Israel,2021-08-30,50-59,90.74,85.49
Israel,2021-08-30,60-69,91.63,87.82
Israel,2021-08-30,70-79,96.18,93.62
Israel,2021-08-30,80-89,94.73,92.01
Israel,2021-08-30,90+,94.31,90.68
Israel,2021-08-31,12-15,47.49,31.75
Israel,2021-08-31,16-19,81.43,69.87
Israel,2021-08-31,20-29,80.5,73.0
Israel,2021-08-31,30-39,84.76,78.49
Israel,2021-08-31,40-49,87.66,81.89
Israel,2021-08-31,50-59,90.77,85.51
Israel,2021-08-31,60-69,91.65,87.83
Israel,2021-08-31,70-79,96.2,93.64
Israel,2021-08-31,80-89,94.75,92.03
Israel,2021-08-31,90+,94.32,90.69
Israel,2021-09-01,12-15,48.29,32.12
Israel,2021-09-01,16-19,81.85,70.04
Israel,2021-09-01,20-29,80.64,73.07
Israel,2021-09-01,30-39,84.89,78.56
Israel,2021-09-01,40-49,87.76,81.95
Israel,2021-09-01,50-59,90.83,85.57
Israel,2021-09-01,60-69,91.69,87.88
Israel,2021-09-01,70-79,96.23,93.68
Israel,2021-09-01,80-89,94.77,92.06
Israel,2021-09-01,90+,94.35,90.71
Israel,2021-09-02,12-15,48.85,32.7
Israel,2021-09-02,16-19,82.21,70.32
Israel,2021-09-02,20-29,80.83,73.2
Israel,2021-09-02,30-39,85.01,78.63
Israel,2021-09-02,40-49,87.85,82.01
Israel,2021-09-02,50-59,90.91,85.62
Israel,2021-09-02,60-69,91.73,87.92
Israel,2021-09-02,70-79,96.26,93.72
Israel,2021-09-02,80-89,94.8,92.09
Israel,2021-09-02,90+,94.39,90.74
Israel,2021-09-03,12-15,49.07,33.01
Israel,2021-09-03,16-19,82.32,70.43
Israel,2021-09-03,20-29,80.88,73.24
Israel,2021-09-03,30-39,85.05,78.66
Israel,2021-09-03,40-49,87.88,82.04
Israel,2021-09-03,50-59,90.92,85.65
Israel,2021-09-03,60-69,91.74,87.94
Israel,2021-09-03,70-79,96.27,93.73
Israel,2021-09-03,80-89,94.81,92.1
Israel,2021-09-03,90+,94.4,90.75
Israel,2021-09-04,12-15,49.33,33.18
Israel,2021-09-04,16-19,82.42,70.48
Israel,2021-09-04,20-29,80.9,73.26
Israel,2021-09-04,30-39,85.07,78.67
Israel,2021-09-04,40-49,87.9,82.06
Israel,2021-09-04,50-59,90.94,85.67
Israel,2021-09-04,60-69,91.74,87.95
Israel,2021-09-04,70-79,96.27,93.74
Israel,2021-09-04,80-89,94.81,92.1
Israel,2021-09-04,90+,94.4,90.75
Israel,2021-09-05,12-15,48.26,32.59
Israel,2021-09-05,16-19,81.53,69.67
Israel,2021-09-05,20-29,79.83,72.26
Israel,2021-09-05,30-39,84.42,78.04
Israel,2021-09-05,40-49,86.96,81.17
Israel,2021-09-05,50-59,88.41,83.28
Israel,2021-09-05,60-69,91.08,87.31
Israel,2021-09-05,70-79,89.69,87.32
Israel,2021-09-05,80-89,89.59,87.03
Israel,2021-09-05,90+,82.86,79.65
Israel,2021-09-08,12-15,48.66,33.1
Israel,2021-09-08,16-19,81.74,69.83
Israel,2021-09-08,20-29,79.91,72.32
Israel,2021-09-08,30-39,84.48,78.08
Israel,2021-09-08,40-49,87.01,81.21
Israel,2021-09-08,50-59,88.45,83.31
Israel,2021-09-08,60-69,91.1,87.33
Israel,2021-09-08,70-79,89.71,87.34
Israel,2021-09-08,80-89,89.61,87.04
Israel,2021-09-08,90+,82.87,79.66
Israel,2021-09-09,12-15,49.03,34.08
Israel,2021-09-09,16-19,81.92,70.13
Israel,2021-09-09,20-29,79.99,72.4
Israel,2021-09-09,30-39,84.55,78.15
Israel,2021-09-09,40-49,87.07,81.27
Israel,2021-09-09,50-59,88.49,83.37
Israel,2021-09-09,60-69,91.13,87.38
Israel,2021-09-09,70-79,89.73,87.39
Israel,2021-09-09,80-89,89.63,87.08
Israel,2021-09-09,90+,82.9,79.69
Israel,2021-09-10,12-15,49.21,34.51
Israel,2021-09-10,16-19,81.99,70.24
Israel,2021-09-10,20-29,80.03,72.43
Israel,2021-09-10,30-39,84.59,78.19
Israel,2021-09-10,40-49,87.1,81.3
Israel,2021-09-10,50-59,88.5,83.4
Israel,2021-09-10,60-69,91.14,87.4
Israel,2021-09-10,70-79,89.74,87.4
Israel,2021-09-10,80-89,89.65,87.09
Israel,2021-09-10,90+,82.91,79.69
Israel,2021-09-11,12-15,49.41,34.74
Israel,2021-09-11,16-19,82.08,70.33
Israel,2021-09-11,20-29,80.05,72.45
Israel,2021-09-11,30-39,84.61,78.2
Israel,2021-09-11,40-49,87.11,81.32
Israel,2021-09-11,50-59,88.51,83.41
Israel,2021-09-11,60-69,91.14,87.41
Israel,2021-09-11,70-79,89.74,87.41
Israel,2021-09-11,80-89,89.65,87.09
Israel,2021-09-11,90+,82.91,79.7
Israel,2021-09-12,12-15,49.59,35.04
Israel,2021-09-12,16-19,82.17,70.44
Israel,2021-09-12,20-29,80.11,72.49
Israel,2021-09-12,30-39,84.65,78.24
Israel,2021-09-12,40-49,87.14,81.35
Israel,2021-09-12,50-59,88.53,83.44
Israel,2021-09-12,60-69,91.16,87.43
Israel,2021-09-12,70-79,89.76,87.43
Israel,2021-09-12,80-89,89.66,87.12
Israel,2021-09-12,90+,82.92,79.71
Israel,2021-09-13,12-15,50.02,35.99
Israel,2021-09-13,16-19,82.38,70.74
Israel,2021-09-13,20-29,80.22,72.59
Israel,2021-09-13,30-39,84.74,78.32
Israel,2021-09-13,40-49,87.21,81.41
Israel,2021-09-13,50-59,88.59,83.5
Israel,2021-09-13,60-69,91.19,87.49
Israel,2021-09-13,70-79,89.78,87.48
Israel,2021-09-13,80-89,89.69,87.16
Israel,2021-09-13,90+,82.95,79.75
Israel,2021-09-14,12-15,50.32,36.56
Israel,2021-09-14,16-19,82.52,70.92
Israel,2021-09-14,20-29,80.29,72.64
Israel,2021-09-14,30-39,84.79,78.37
Israel,2021-09-14,40-49,87.26,81.46
Israel,2021-09-14,50-59,88.62,83.54
Israel,2021-09-14,60-69,91.21,87.53
Israel,2021-09-14,70-79,89.8,87.51
Israel,2021-09-14,80-89,89.7,87.19
Israel,2021-09-14,90+,82.96,79.77
Israel,2021-09-15,12-15,50.39,36.72
Israel,2021-09-15,16-19,82.56,70.98
Israel,2021-09-15,20-29,80.31,72.66
Israel,2021-09-15,30-39,84.81,78.39
Israel,2021-09-15,40-49,87.27,81.48
Israel,2021-09-15,50-59,88.63,83.56
Israel,2021-09-15,60-69,91.22,87.54
Israel,2021-09-15,70-79,89.8,87.52
Israel,2021-09-15,80-89,89.71,87.19
Israel,2021-09-15,90+,82.96,79.78
Israel,2021-09-16,12-15,50.45,36.82
Israel,2021-09-16,16-19,82.59,71.02
Israel,2021-09-16,20-29,80.32,72.67
Israel,2021-09-16,30-39,84.82,78.4
Israel,2021-09-16,40-49,87.28,81.48
Israel,2021-09-16,50-59,88.63,83.57
Israel,2021-09-16,60-69,91.22,87.54
Israel,2021-09-16,70-79,89.8,87.52
Israel,2021-09-16,80-89,89.71,87.2
Israel,2021-09-16,90+,82.96,79.77
Israel,2021-09-17,12-15,50.63,37.34
Israel,2021-09-17,16-19,82.66,71.16
Israel,2021-09-17,20-29,80.36,72.71
Israel,2021-09-17,30-39,84.86,78.44
Israel,2021-09-17,40-49,87.31,81.52
Israel,2021-09-17,50-59,88.65,83.6
Israel,2021-09-17,60-69,91.23,87.57
Israel,2021-09-17,70-79,89.81,87.54
Israel,2021-09-17,80-89,89.71,87.22
Israel,2021-09-17,90+,82.96,79.79
Israel,2021-09-18,12-15,50.8,37.56
Israel,2021-09-18,16-19,82.73,71.25
Israel,2021-09-18,20-29,80.37,72.72
Israel,2021-09-18,30-39,84.87,78.46
Israel,2021-09-18,40-49,87.33,81.54
Israel,2021-09-18,50-59,88.66,83.61
Israel,2021-09-18,60-69,91.23,87.58
Israel,2021-09-18,70-79,89.81,87.55
Israel,2021-09-18,80-89,89.72,87.22
Israel,2021-09-18,90+,82.96,79.79
Israel,2021-09-19,12-15,51.1,38.43
Israel,2021-09-19,16-19,82.87,71.51
Israel,2021-09-19,20-29,80.47,72.81
Israel,2021-09-19,30-39,84.95,78.53
Israel,2021-09-19,40-49,87.38,81.6
Israel,2021-09-19,50-59,88.7,83.67
Israel,2021-09-19,60-69,91.26,87.64
Israel,2021-09-19,70-79,89.83,87.59
Israel,2021-09-19,80-89,89.74,87.27
Israel,2021-09-19,90+,82.98,79.83
Israel,2021-09-20,12-15,51.26,38.68
Israel,2021-09-20,16-19,82.93,71.6
Israel,2021-09-20,20-29,80.51,72.84
Israel,2021-09-20,30-39,84.98,78.57
Israel,2021-09-20,40-49,87.41,81.63
Israel,2021-09-20,50-59,88.72,83.7
Israel,2021-09-20,60-69,91.27,87.66
Israel,2021-09-20,70-79,89.83,87.61
Israel,2021-09-20,80-89,89.74,87.28
Israel,2021-09-20,90+,82.98,79.84
Israel,2021-09-21,12-15,51.36,38.82
Israel,2021-09-21,16-19,82.98,71.66
Israel,2021-09-21,20-29,80.52,72.84
Israel,2021-09-21,30-39,84.99,78.57
Israel,2021-09-21,40-49,87.42,81.64
Israel,2021-09-21,50-59,88.73,83.7
Israel,2021-09-21,60-69,91.27,87.66
Israel,2021-09-21,70-79,89.83,87.61
Israel,2021-09-21,80-89,89.74,87.28
Israel,2021-09-21,90+,82.98,79.84
Israel,2021-09-22,12-15,51.61,39.4
Israel,2021-09-22,16-19,83.09,71.9
Israel,2021-09-22,20-29,80.58,72.9
Israel,2021-09-22,30-39,85.04,78.63
Israel,2021-09-22,40-49,87.46,81.69
Israel,2021-09-22,50-59,88.76,83.74
Israel,2021-09-22,60-69,91.29,87.7
Israel,2021-09-22,70-79,89.85,87.64
Israel,2021-09-22,80-89,89.76,87.3
Israel,2021-09-22,90+,83.0,79.87
Israel,2021-09-23,12-15,51.81,39.74
Israel,2021-09-23,16-19,83.18,72.03
Israel,2021-09-23,20-29,80.64,72.95
Israel,2021-09-23,30-39,85.09,78.68
Israel,2021-09-23,40-49,87.5,81.73
Israel,2021-09-23,50-59,88.79,83.79
Israel,2021-09-23,60-69,91.31,87.72
Israel,2021-09-23,70-79,89.86,87.67
Israel,2021-09-23,80-89,89.77,87.33
Israel,2021-09-23,90+,83.02,79.9
Israel,2021-09-24,12-15,51.82,39.75
Israel,2021-09-24,16-19,83.18,72.04
Israel,2021-09-24,20-29,80.64,72.96
Israel,2021-09-24,30-39,85.09,78.68
Israel,2021-09-24,40-49,87.5,81.74
Israel,2021-09-24,50-59,88.79,83.79
Israel,2021-09-24,60-69,91.31,87.73
Israel,2021-09-24,70-79,89.86,87.67
Israel,2021-09-24,80-89,89.77,87.33
Israel,2021-09-24,90+,83.02,79.9
Israel,2021-09-25,12-15,52.13,40.17
Israel,2021-09-25,16-19,83.32,72.2
Israel,2021-09-25,20-29,80.69,73.0
Israel,2021-09-25,30-39,85.14,78.72
Israel,2021-09-25,40-49,87.54,81.78
Israel,2021-09-25,50-59,88.82,83.83
Israel,2021-09-25,60-69,91.32,87.75
Israel,2021-09-25,70-79,89.87,87.68
Israel,2021-09-25,80-89,89.78,87.34
Israel,2021-09-25,90+,83.02,79.9
Israel,2021-09-26,12-15,52.4,40.52
Israel,2021-09-26,16-19,83.47,72.35
Israel,2021-09-26,20-29,80.76,73.05
Israel,2021-09-26,30-39,85.19,78.77
Israel,2021-09-26,40-49,87.59,81.82
Israel,2021-09-26,50-59,88.86,83.87
Israel,2021-09-26,60-69,91.34,87.78
Israel,2021-09-26,70-79,89.88,87.71
Israel,2021-09-26,80-89,89.79,87.36
Israel,2021-09-26,90+,83.03,79.92
Israel,2021-09-27,12-15,52.53,40.66
Israel,2021-09-27,16-19,83.56,72.41
Israel,2021-09-27,20-29,80.8,73.08
Israel,2021-09-27,30-39,85.23,78.8
Israel,2021-09-27,40-49,87.62,81.85
Israel,2021-09-27,50-59,88.89,83.9
Israel,2021-09-27,60-69,91.36,87.8
Israel,2021-09-27,70-79,89.89,87.72
Israel,2021-09-27,80-89,89.8,87.37
Israel,2021-09-27,90+,83.04,79.93
Israel,2021-09-28,12-15,52.63,40.76
Israel,2021-09-28,16-19,83.62,72.46
Israel,2021-09-28,20-29,80.82,73.09
Israel,2021-09-28,30-39,85.25,78.82
Israel,2021-09-28,40-49,87.63,81.87
Israel,2021-09-28,50-59,88.9,83.91
Israel,2021-09-28,60-69,91.36,87.8
Israel,2021-09-28,70-79,89.89,87.73
Israel,2021-09-28,80-89,89.8,87.37
Israel,2021-09-28,90+,83.04,79.93
Israel,2021-09-29,12-15,52.94,41.13
Israel,2021-09-29,16-19,83.78,72.63
Israel,2021-09-29,20-29,80.94,73.17
Israel,2021-09-29,30-39,85.36,78.89
Israel,2021-09-29,40-49,87.72,81.93
Israel,2021-09-29,50-59,88.97,83.97
Israel,2021-09-29,60-69,91.4,87.86
Israel,2021-09-29,70-79,89.91,87.77
Israel,2021-09-29,80-89,89.82,87.4
Israel,2021-09-29,90+,83.07,79.96
Israel,2021-09-30,12-15,53.46,41.71
Israel,2021-09-30,16-19,84.11,72.9
Israel,2021-09-30,20-29,81.19,73.31
Israel,2021-09-30,30-39,85.58,79.01
Israel,2021-09-30,40-49,87.91,82.05
Israel,2021-09-30,50-59,89.12,84.09
Israel,2021-09-30,60-69,91.47,87.95
Israel,2021-09-30,70-79,89.94,87.83
Israel,2021-09-30,80-89,89.86,87.45
Israel,2021-09-30,90+,83.1,80.01
Israel,2021-10-01,12-15,53.61,41.89
Israel,2021-10-01,16-19,84.2,72.97
Israel,2021-10-01,20-29,81.26,73.35
Israel,2021-10-01,30-39,85.66,79.05
Israel,2021-10-01,40-49,87.98,82.1
Israel,2021-10-01,50-59,89.16,84.12
Israel,2021-10-01,60-69,91.5,87.97
Israel,2021-10-01,70-79,89.95,87.85
Israel,2021-10-01,80-89,89.87,87.46
Israel,2021-10-01,90+,83.11,80.01
Israel,2021-10-02,12-15,53.7,42.0
Israel,2021-10-02,16-19,84.24,73.03
Israel,2021-10-02,20-29,81.3,73.37
Israel,2021-10-02,30-39,85.7,79.07
Israel,2021-10-02,40-49,88.01,82.11
Israel,2021-10-02,50-59,89.19,84.14
Israel,2021-10-02,60-69,91.51,87.98
Israel,2021-10-02,70-79,89.96,87.85
Israel,2021-10-02,80-89,89.87,87.47
Israel,2021-10-02,90+,83.11,80.01
Israel,2021-10-03,12-15,54.03,42.32
Israel,2021-10-03,16-19,84.5,73.19
Israel,2021-10-03,20-29,81.52,73.47
Israel,2021-10-03,30-39,85.88,79.15
Israel,2021-10-03,40-49,88.16,82.19
Israel,2021-10-03,50-59,89.3,84.21
Israel,2021-10-03,60-69,91.57,88.03
Israel,2021-10-03,70-79,89.99,87.89
Israel,2021-10-03,80-89,89.9,87.5
Israel,2021-10-03,90+,83.14,80.05
Israel,2021-10-04,12-15,54.31,42.61
Israel,2021-10-04,16-19,84.7,73.35
Israel,2021-10-04,20-29,81.72,73.56
Israel,2021-10-04,30-39,86.04,79.23
Israel,2021-10-04,40-49,88.29,82.26
Israel,2021-10-04,50-59,89.4,84.28
Israel,2021-10-04,60-69,91.62,88.08
Israel,2021-10-04,70-79,90.02,87.93
Israel,2021-10-04,80-89,89.93,87.54
Israel,2021-10-04,90+,83.18,80.09
Israel,2021-10-05,12-15,54.59,42.87
Israel,2021-10-05,16-19,84.9,73.49
Israel,2021-10-05,20-29,81.89,73.64
Israel,2021-10-05,30-39,86.17,79.29
Israel,2021-10-05,40-49,88.4,82.32
Israel,2021-10-05,50-59,89.48,84.33
Israel,2021-10-05,60-69,91.67,88.11
Israel,2021-10-05,70-79,90.05,87.96
Israel,2021-10-05,80-89,89.96,87.56
Israel,2021-10-05,90+,83.21,80.12
Israel,2021-10-06,12-15,54.71,42.98
Israel,2021-10-06,16-19,85.05,73.57
Israel,2021-10-06,20-29,81.99,73.68
Israel,2021-10-06,30-39,86.25,79.32
Israel,2021-10-06,40-49,88.45,82.35
Israel,2021-10-06,50-59,89.52,84.36
Israel,2021-10-06,60-69,91.69,88.13
Israel,2021-10-06,70-79,90.07,87.98
Israel,2021-10-06,80-89,89.98,87.58
Israel,2021-10-06,90+,83.23,80.14
Israel,2021-10-07,12-15,54.96,43.21
Israel,2021-10-07,16-19,85.28,73.7
Israel,2021-10-07,20-29,82.19,73.76
Israel,2021-10-07,30-39,86.4,79.39
Israel,2021-10-07,40-49,88.58,82.41
Israel,2021-10-07,50-59,89.61,84.42
Israel,2021-10-07,60-69,91.74,88.17
Israel,2021-10-07,70-79,90.09,88.0
Israel,2021-10-07,80-89,90.01,87.61
Israel,2021-10-07,90+,83.26,80.17
Israel,2021-10-08,12-15,55.04,43.33
Israel,2021-10-08,16-19,85.34,73.75
Israel,2021-10-08,20-29,82.25,73.79
Israel,2021-10-08,30-39,86.44,79.41
Israel,2021-10-08,40-49,88.61,82.44
Israel,2021-10-08,50-59,89.64,84.44
Israel,2021-10-08,60-69,91.75,88.18
Israel,2021-10-08,70-79,90.09,88.01
Israel,2021-10-08,80-89,90.02,87.61
Israel,2021-10-08,90+,83.27,80.17
Israel,2021-10-09,12-15,55.1,43.44
Israel,2021-10-09,16-19,85.38,73.8
Israel,2021-10-09,20-29,82.28,73.81
Israel,2021-10-09,30-39,86.47,79.43
Israel,2021-10-09,40-49,88.63,82.45
Israel,2021-10-09,50-59,89.65,84.45
Israel,2021-10-09,60-69,91.76,88.19
Israel,2021-10-09,70-79,90.1,88.01
Israel,2021-10-09,80-89,90.02,87.61
Israel,2021-10-09,90+,83.27,80.18
Israel,2021-10-10,12-15,55.23,43.65
Israel,2021-10-10,16-19,85.48,73.9
Israel,2021-10-10,20-29,82.38,73.87
Israel,2021-10-10,30-39,86.54,79.48
Israel,2021-10-10,40-49,88.69,82.49
Israel,2021-10-10,50-59,89.69,84.48
Israel,2021-10-10,60-69,91.79,88.22
Israel,2021-10-10,70-79,90.13,88.06
Israel,2021-10-10,80-89,90.04,87.66
Israel,2021-10-10,90+,83.28,80.19
Israel,2021-10-11,12-15,55.33,43.77
Israel,2021-10-11,16-19,85.58,73.97
Israel,2021-10-11,20-29,82.46,73.91
Israel,2021-10-11,30-39,86.6,79.51
Israel,2021-10-11,40-49,88.73,82.52
Israel,2021-10-11,50-59,89.73,84.51
Israel,2021-10-11,60-69,91.81,88.24
Israel,2021-10-11,70-79,90.14,88.08
Israel,2021-10-11,80-89,90.05,87.67
Israel,2021-10-11,90+,83.29,80.21
Israel,2021-10-12,12-15,55.33,43.77
Israel,2021-10-12,16-19,85.59,73.97
Israel,2021-10-12,20-29,82.47,73.91
Israel,2021-10-12,30-39,86.6,79.52
Israel,2021-10-12,40-49,88.73,82.52
Israel,2021-10-12,50-59,89.73,84.51
Israel,2021-10-12,60-69,91.81,88.24
Israel,2021-10-12,70-79,90.14,88.08
Israel,2021-10-12,80-89,90.05,87.67
Israel,2021-10-12,90+,83.29,80.21
Italy,2021-01-01,18-24,0.0,0.0
Italy,2021-01-01,25-49,0.02,0.0
Italy,2021-01-01,50-59,0.02,0.0
Italy,2021-01-01,60-69,0.02,0.0
Italy,2021-01-01,70-79,0.0,0.0
Italy,2021-01-01,80+,0.0,0.0
Italy,2021-01-08,18-24,0.36,0.0
Italy,2021-01-08,25-49,1.58,0.0
Italy,2021-01-08,50-59,1.98,0.0
Italy,2021-01-08,60-69,1.58,0.0
Italy,2021-01-08,70-79,0.28,0.0
Italy,2021-01-08,80+,0.8,0.0
Italy,2021-01-15,18-24,0.9,0.0
Italy,2021-01-15,25-49,2.71,0.01
Italy,2021-01-15,50-59,3.38,0.01
Italy,2021-01-15,60-69,2.67,0.01
Italy,2021-01-15,70-79,0.7,0.0
Italy,2021-01-15,80+,2.31,0.0
Italy,2021-01-22,18-24,1.0,0.03
Italy,2021-01-22,25-49,2.95,0.28
Italy,2021-01-22,50-59,3.67,0.34
Italy,2021-01-22,60-69,2.9,0.27
Italy,2021-01-22,70-79,0.85,0.03
Italy,2021-01-22,80+,2.99,0.11
Italy,2021-01-29,18-24,1.03,0.32
Italy,2021-01-29,25-49,3.01,1.52
Italy,2021-01-29,50-59,3.74,1.91
Italy,2021-01-29,60-69,2.96,1.55
Italy,2021-01-29,70-79,0.88,0.26
Italy,2021-01-29,80+,3.16,0.67
Italy,2021-02-05,18-24,1.11,0.86
Italy,2021-02-05,25-49,3.17,2.65
Italy,2021-02-05,50-59,3.91,3.32
Italy,2021-02-05,60-69,3.1,2.64
Italy,2021-02-05,70-79,0.96,0.66
Italy,2021-02-05,80+,3.42,2.05
Italy,2021-02-12,18-24,1.45,0.97
Italy,2021-02-12,25-49,3.75,2.91
Italy,2021-02-12,50-59,4.47,3.64
Italy,2021-02-12,60-69,3.55,2.88
Italy,2021-02-12,70-79,1.19,0.8
Italy,2021-02-12,80+,4.97,2.74
Italy,2021-02-19,18-24,1.8,1.01
Italy,2021-02-19,25-49,4.54,2.99
